,userID,text,state_code,party
154,1363,wait our infrastructure n debt sucks n yet u pay nothing towards those ? ! f-u ! ! ! i pay towards those-u do n't ! ! ! -u argue where someone else 's money came from but wo n't show us yrs ? ! u have no right to ridicule if u do n't show -u argue where someone else 's money came from but wo n't show us yrs ? ! u have no right to ridicule if u do n't show wait our infrastructure n debt sucks n yet u pay nothing towards those ? ! f-u ! ! ! i pay towards those-u do n't ! ! ! so u can pick between mid-evil times or gropping pussies i think gripping pussies is a better option ! ! we 're gon na make america great again n safe-not safe from pussy grabbing but safe u know what i mean ! ! lol wait who 'd be in jail ? ! pussy grabber ? ! wait who 'd be in jail ? ! pussy grabber ? ! we 're gon na make america great again n safe-not safe from pussy grabbing but safe u know what i mean ! ! lol so u can pick between mid-evil times or gropping pussies i think gripping pussies is a better option ! !,OR,D
155,1366,😬is lester still here ? 😬is lester still here ?,OR,D
159,1390,rt : tonight 's # papaslam means 40 % off regular menu price 🍕 tomorrow with code : papaslam . us/canada and online only .,PA,R
160,1400,rt : `` i prepared to be president '' # debatenightrt : `` i prepared to be president '' # debatenight noi hear sniffling from trump.i hear sniffling from trump . nodoes pence have to call them aliens ? very disappointing . sorry he 's doing it because he has important things to say !,PA,D
161,1402,really looking forward to my monday coffee ☕️👍really looking forward to my monday coffee ☕️👍,PA,D
162,1406,not answering the question at all # debatenot answering the question at all # debatestrong debate moderation thus far . # debatenext debate should be moderated by a # scrummaster . is there really anyone more qualified to keep # debate on track ? strong debate moderation thus far . # debatenext debate should be moderated by a # scrummaster . is there really anyone more qualified to keep # debate on track ?,PA,R
163,1411,no cramping when doing in his competition . his training was most probably more efficient as well . burning ldl fat ...,PA,R
164,1414,king maxel for president ! ! ! # presidentialdebate # tna king maxel for president ! ! # presidentialdebate king maxel for president ! ! # presidentialdebate,PA,R
166,1420,use my link to get $ 5 at amazon for signing into the amazon app the first time :,PA,D
168,1445,"why does he get to interrupt - # debate night # debatenight donald , you live in your own reality. # debates2016 is this real , he keeps hollering at her . why ? is this really our america ? # debatenight a big fat ugly bubble ? ? ? what the heck is talking about ? uh-oh personal tax talk ... # debatenight a 104-page financial statement downtown ? rt : this debate in one quote . # debates hillary looks like she 's having fun . mr. sniffleupagus looks like he 's having a colonoscopy . # debatenight # … # debatenight race - now the subject.rt : trump would be president con artist and my coins do n't have time for it # debatenight # debates2016truth to power . # debates2016 hillary looks like she 's having fun . mr. sniffleupagus looks like he 's having a colonoscopy . # debatenight # …rt : # teamwhipdatass just showed up ! clinton is tagging his ass right now . trump walked right into this ! # onevoteso you do n't pay because you alone was not happy and they end up on your sol list ? shame on you , trump # debatenight bankrupt . yep . # debatenightsssisgraceful - ? ? ? # debatenightrt : this debate in one quote . # debates -trump : `` education is a disaster '' in inner cities -clinton : schip , past , idea # debate # …rt : i do n't want to ponder this question . # debates2016 : locker rooms , isis . # deb…america is already great , because we are good . passion . # debateswhat is that sniffing ? # debatesrt : when i get caught in a lie ... the new response is 'it 's just words'it 's just locker room talk . do y'all men talk about us like that in the locker room . please teach me . # debatesdid you see that fly ? or is it in my house . # debates # debates -trump : `` education is a disaster '' in inner cities -clinton : schip , past , idea # debate # …amen . : locker rooms , isis . # deb…get him ! unfit to serve , not on p [ olicy , but as a person- a man . # imwithher # debateso everything is hearsay for trump and then he blatantly tells an untruth and folks voted for him . so the cliche will work . # debatesfolks shot , affordable care act , justice , inner cities better , latinos & amp ; hispanics , did he answer the question . # debateso when will he answer the question - lawdy . # debatesstarting with education ! boom . # debate2016no shaking of hands ? ? ? # debatesokay , here we go ! # debatea reality show debate . our america , what 's going on ? # debate2016 . take 2rt : on september 9th , the 45th anniversary of the attica uprising , prison inmates who work for low wages went on strike # hillyes ! # debatenightwhat is he saying ? who is ripping babies ? # debatenight this guy ... immigration # debatenightrt _usa : `` i 'm pro-life '' *pro guns* *pro death penalty* *pro war* *pro drug prohibition* *anti healthcare* *anti food stamps* # de…rt : all african parents are now listening ! # immigration # debatenight # hillyes ! # debatenightwhat is he saying ? who is ripping babies ? # debatenight this guy ... immigration # debatenightrt _usa : `` i 'm pro-life '' *pro guns* *pro death penalty* *pro war* *pro drug prohibition* *anti healthcare* *anti food stamps* # de…rt : all african parents are now listening ! # immigration # debatenight",PA,D
169,1457,love this ! laughing out loud stopped my heart from beating so fast and hard ! i miss you ! # debatert : breaking : donald trump officially out of fucks . # debate,PA,D
170,1460,hilary has got to get a better wardrobe team . she looks like chairman mao.rt : `` we have to stop mexico from stealing our jobs . '' -- donald trump # debatenight,PA,D
171,1464,there’s nothing better than pampering yourself after a long day .,PA,R
173,1476,our jobs are fleeing the country '' i did n't expect the first lie this early . bls graph on number of jobs :,PA,D
175,1479,lyrical mondays at 6pm ! # ilovemydancers💙 # kgsd # kgsddancefamlove❤️ @ karen gronsky school of dance,PA,D
176,1482,"rt : you can not just scream your way into being the leader of the free world i should knowrt : i just fact-checked that donald trump has a fact-checker on his website : he does n't # debatenightlester holt : thank you , secretary clinton . petulant and often bankrupt baby huey , your reply ? # debatenightwhoa whoa whoa stop the clock # debatenightlester holt : thank you , secretary clinton . petulant and often bankrupt baby huey , your reply ? # debatenightrt : i just fact-checked that donald trump has a fact-checker on his website : he does n't # debatenightrt : you can not just scream your way into being the leader of the free world i should knowrt : crazy moment at tonight 's # debate when trump talked about how much he respects women",PA,D
